rating,tel,name,url,price,hours,address,holiday
Bib Gourmand,TEL03-3527-1157,Andhra DhabaNew entry in the guide,n/a,"PriceLunch = carte &yen790-1;,350Dinner = menu &yen3;,500carte &yen1;,500-3,000","Opening hours, last ordersLunch = 11:15-15:00 L.O.14:30Saturday & Public Holidays 11:30-15:00 L.O.14:30Dinner = 17:00-23:00 L.O.22:00Saturday & Public Holidays 17:00-22:00 L.O.21:00","2F, Sato House Bldg, 3-7-8 Uchikanda, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-6453-1968,Ikejiri GyozaNew entry in the guide,URLhttps://www.ikejiri-gyoza.com,"PriceLunch = carte &yen800-1;,500Dinner = carte &yen1;,500-3,000Seat charge = &yen324; (dinner)","Opening hours, last ordersLunch = Wednesday-Saturday 11:30-14:00Dinner = 16:00-24:00 L.O.23:00","2-26-6 Ikejiri, Setagaya-ku, Tokyo",Annual and weekly closingClosed Monday and 2nd Sunday of the month
Bib Gourmand,TEL03-6274-6620,Osteria da K. [kÃ¡ppa]New entry in the guide,n/a,"PriceDinner = carte &yen4;,000-6,000Seat charge = &yen108;","Opening hours, last ordersDinner = 18:00-24:00 L.O.23:00Saturday 17:00-22:00 L.O.21:00","5F, Ginza Fujii Bldg 2, 8-7-2 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-6459-1550,Oryori TsujiNew entry in the guide,n/a,"PriceLunch = menu &yen8;,640-16,200Dinner = menu &yen16;,200","Opening hours, last ordersLunch = 11:30-14:00 L.O.13:00Dinner = 18:00-23:00 L.O.20:30","B1F, Annex Azabujuban, 3-3-9 Higashiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3253-5152,Kappo TanakaNew entry in the guide,n/a,"PriceLunch = carte &yen880-950;Dinner = carte &yen3;,000-5,000Seat charge = &yen800; (dinner)","Opening hours, last ordersLunch = 11:30-14:00 or when the dayâ€™s stock runs out. Closed WednesdayDinner = 17:00-22:30 L.O.21:30","1F, Ohashi Bldg, 1-16 Kandasakumacho, Chiyoda-ku, Tokyo","Annual and weekly closingClosed Saturday, Sunday and Public Holidays"
Bib Gourmand,TEL03-6804-8935,Kigaruniwashoku DanNew entry in the guide,n/a,"PriceDinner = carte &yen4;,000-6,000Seat charge = &yen540;","Opening hours, last ordersDinner = 17:00-23:30 L.O.23:00","2F, Chitose Bldg, 1-33-12 Uehara, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-3841-2552,Gyozano OsamaNew entry in the guide,n/a,"PriceLunch = carte &yen1;,000-1,500Dinner = carte &yen1;,000-1,500","Opening hours, last ordersLunch = 11:15-14:30Dinner = 16:00-20:30","1-30-8 Asakusa, Taito-ku, Tokyo",Annual and weekly closingClosed Tuesday
Bib Gourmand,TEL03-3261-3930,Gyozanomise OkeiNew entry in the guide,n/a,"PriceLunch = carte &yen700-1;,000Dinner = carte &yen2;,000-3,000","Opening hours, last ordersLunch = 11:30-13:50 (L.O.)Dinner = 17:00-20:50 (L.O.)","2-12-16 Fujimi, Chiyoda-ku, Tokyo","Annual and weekly closingClosed 3rd Monday of the month, Public Holidays and Sunday"
one star,TEL03-6228-5973,Ginza IshizakiNew entry in the guide,n/a,"PriceDinner = menu &yen19;,440Service charge = 10%","Opening hours, last ordersDinner = 18:00-3:00Saturday 18:00-23:00","4F, Horikoshi Bldg, 8-7-2 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-6263-0345,Ginza ShinoharaNew entry in the guide,n/a,"PriceDinner = menu &yen24;,840Service charge = 10%","Opening hours, last ordersDinner = 17:00-20:00, 20:30-23:30","B1F, Habiulu Ginzaâ…¡, 2-8-17 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-3916-0355,KushikomaboNew entry in the guide,URLhttp://www.kushikoma.com/,"PriceDinner = carte &yen3;,500-5,000Service charge = 10%Seat charge = &yen648;","Opening hours, last ordersDinner = 18:00-24:00 L.O.23:00","1F, T&R;'S 3 Bldg, 1-33-27 Kitaotsuka, Toshima-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-3917-6657,Kushikoma HontenNew entry in the guide,URLhttp://www.kushikoma.com/,"PriceDinner = menu &yen3;,888-6,825carte &yen3;,000-5,000Service charge = 10%Seat charge = &yen972; (Ã  la carte)","Opening hours, last ordersDinner = Tuesday-Saturday 18:00-24:00 L.O.23:00Sunday 17:00-24:00 L.O.23:00","1-33-25 Kitaotsuka, Toshima-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-6908-9259,Green GlassNew entry in the guide,URLhttp://green-glass.info/,"PriceLunch = carte &yen1;,000-3,500Dinner = menu &yen3;,800-5,600carte &yen1;,000-3,500","Opening hours, last ordersLunch = Tuesday-Thursday & Saturday 12:00-14:00 (L.O.) or when the dayâ€™s stock runs outDinner = 17:30-23:00 (L.O.) or when the dayâ€™s stock runs out","3-28-9 Kamiochiai, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-6712-5085,CronyNew entry in the guide,URLhttp://www.fft-crony.jp,"PriceDinner = menu &yen12;,960Service charge = 10%","Opening hours, last ordersDinner = 18:00-20:00 (L.O.)","MB1F, Nishiazabu FT Bldg, 2-25-24 Nishiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
two stars,TEL03-6874-0970,SazenkaNew entry in the guide,URLhttp://sazenka.com,"PriceLunch = menu Saturday &yen12;,960Sunday &yen19;,440Dinner = menu &yen19;,440Service charge = 10% (Private room 15%)","Opening hours, last ordersLunch = Saturday 12:00-15:30 L.O.13:00Sunday 12:00-16:30 L.O.14:00Closed on a weekdayDinner = Tuesday-Saturday 18:00-23:00 L.O.21:00","4-7-5 Minamiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-6231-6328,SardexkaNew entry in the guide,n/a,"PriceDinner = carte &yen3;,500-4,500","Opening hours, last ordersDinner = 18:00-24:00 L.O.23:00","1-6-7 Shitaya, Taito-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-6277-2282,336 Ã©bisuNew entry in the guide,URLhttp://336ebisu.favy.jp/,"PriceLunch = menu &yen3;,132Dinner = carte &yen4;,000-7,000Seat charge = &yen540; (dinner)","Opening hours, last ordersLunch = weekends 12:00-15:00 L.O.14:00Dinner = 18:00-24:00","3-36-1 Ebisu, Shibuya-ku, Tokyo",n/a
Bib Gourmand,TEL03-6456-1716,San JacopinoNew entry in the guide,URLhttps://www.sanjacopino.com/,"PriceDinner = carte &yen3;,000-5,000Seat charge = &yen300;","Opening hours, last ordersDinner = 17:30-23:00 L.O.22:00","2F, 4-11-7 Kinshi, Sumida-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
one star,TEL03-3571-1333,Shiorian YamashiroNew entry in the guide,n/a,"PriceLunch/Dinner = menu &yen27;,000Service charge = 10%","Opening hours, last ordersLunch/Dinner = by reservation only","B1F, MC Bldg, 5-9-19 Ginza, Chuo-ku, Tokyo",n/a
Bib Gourmand,TEL03-3481-6708,ShizuruNew entry in the guide,n/a,"PriceDinner = menu &yen5;,000-10,000","Opening hours, last ordersDinner = 18:00-21:30 (L.O.)","3F, Suncity Tomigaya, 1-3-12 Tomigaya, Shibuya-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-3763-3988,JimpeiNew entry in the guide,n/a,"PriceDinner = menu &yen5;,400carte &yen4;,000-6,000Seat charge = &yen540; (Ã  la carte)","Opening hours, last ordersDinner = 18:00-23:00 (L.O.)","3-19-2 Minamioi, Shinagawa-ku, Tokyo",Annual and weekly closingClosed Monday
one star,TEL03-6264-6464,Sushi KojimaNew entry in the guide,n/a,"PriceLunch = menu &yen6;,000-22,000Dinner = menu &yen22;,000","Opening hours, last ordersLunch = 12:00-14:00 L.O.13:00Dinner = 17:00-23:30 L.O.22:00","2F, Hanatsubaki Bldg, 6-4-16 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3226-1588,Sushidokoro ShigeruNew entry in the guide,n/a,"PriceDinner = menu &yen3;,000-6,500carte &yen4;,000-8,000","Opening hours, last ordersDinner = 18:00-1:00","1F, Arakawa Bldg, 15 Funamachi, Shinjuku-ku, Tokyo",n/a
one star,TEL03-6274-6087,Sushi HachizaemonNew entry in the guide,n/a,"PriceDinner = menu &yen19;,440","Opening hours, last ordersDinner = 18:00-22:00","7F, Ginza 745 Bldg, 7-4-5 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-3562-7890,Sushiya IchiyanagiNew entry in the guide,n/a,"PriceLunch = menu &yen5;,400-16,200Dinner = menu &yen10;,800-21,600","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 17:00-22:00 (L.O.)","1F, Ginza Cosmion Bldg, 1-5-14 Ginza, Chuo-ku, Tokyo",n/a
one star,TEL03-3404-1134,Sushi YuNew entry in the guide,n/a,"PriceDinner = menu &yen16;,200","Opening hours, last ordersDinner = 17:30-23:00","B1F, Land Roppongi Bldg, 4-5-11 Roppongi, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-4291-1012,Soba YakkoNew entry in the guide,n/a,"PriceLunch = carte &yen860-2;,000Dinner = menu &yen5;,400carte &yen2;,000-3,500","Opening hours, last ordersLunch = Sunday 12:00-16:00 L.O.15:30 or when the dayâ€™s stock runs outDinner = 17:00-22:00 L.O.21:30 or when the dayâ€™s stock runs out","3-4-13 Takaban, Meguro-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-3761-6055,Sobaya MoriiroNew entry in the guide,n/a,"PriceLunch = menu weekday &yen2;,700-4,860carte &yen800-4;,000Dinner = menu &yen4;,320-8,640carte &yen800-4;,000","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:30Dinner = Tuesday-Saturday 17:30-21:00 L.O.20:30","5-10-8 Omorinishi, Ota-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-3625-9554,Chugokushuka DaisangenNew entry in the guide,n/a,"PriceLunch = menu &yen6;,500-12,000carte &yen1;,000-5,000Dinner = menu &yen6;,500-12,000carte &yen1;,000-5,000","Opening hours, last ordersLunch = 11:30-14:30 L.O.13:45Dinner = 17:00-21:30 L.O.20:50","1F, YS Bldg, 3-4-1 Taihei, Sumida-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-3712-8555,Teuchisobadokoro Shisen-anNew entry in the guide,URLhttp://www.shisenan.com/,"PriceLunch = carte &yen1;,100-2,000Dinner = menu &yen5;,400-7,560carte &yen1;,100-3,000","Opening hours, last ordersLunch = Friday 12:00-14:00 or when the dayâ€™s stock runs outDinner = 17:30-21:00 L.O.20:30 or when the dayâ€™s stock runs out","6-6-3 Shimomeguro, Meguro-ku, Tokyo",Annual and weekly closingClosed Monday and Tuesday
two stars,TEL03-6455-5433,DenNew entry in the guide,URLhttp://www.jimbochoden.com,"PriceDinner = menu &yen16;,200Service charge = 10%","Opening hours, last ordersDinner = 18:00-23:00 L.O.20:00","2-3-18 Jingumae, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-5537-7575,Tempura Abe HacchometenNew entry in the guide,n/a,"PriceLunch = menu &yen3;,000-8,000carte &yen1;,000-10,000Dinner = menu &yen3;,500-8,000carte &yen3;,000-10,000Private room fee less than 5 persons &yen5;,000Seat charge = &yen800; (if having set menu)","Opening hours, last ordersLunch = 11:30-15:00Dinner = 17:00-23:00","3F, Ginza Fujii Bldg â…¡, 8-7-2 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-6801-5022,Trattoria DadiniNew entry in the guide,n/a,"PriceLunch = menu weekdays &yen1;,296-1,620Saturday & Public Holidays &yen2;,700Dinner = carte &yen4;,000-6,000Seat charge = &yen324;","Opening hours, last ordersLunch = Tuesday-Saturday 11:45-13:30 (L.O.)Dinner = 18:00-21:30 (L.O.)","1F, Four M Bldg, 5-2-7 Hakusan, Bunkyo-ku, Tokyo",Annual and weekly closingClosed Sunday and 3rd Monday
Bib Gourmand,TEL03-5809-9022,Trattoria Buca'MassimoNew entry in the guide,n/a,"PriceLunch = menu &yen1;,620-3,240Dinner = carte &yen3;,000-5,000Seat charge = &yen324; (dinner)","Opening hours, last ordersLunch = weekends 11:30-15:00 L.O.14:00Dinner = 17:30-24:00 L.O.22:30weekends 17:30-23:00 L.O.22:00","1-24-11 Tomioka, Koto-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-5625-2929,Tonkatsu HasegawaNew entry in the guide,URLhttp://tonkatsu-hasegawa.com/,"PriceLunch = carte &yen1;,100-3,000Dinner = carte &yen1;,500-3,000","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)Dinner = 17:00-22:00 (L.O.)","1F, Ryogoku Ozaki Bldg, 3-24-1 Ryogoku, Sumida-ku, Tokyo",n/a
Bib Gourmand,TEL03-6380-2424,Tonkatsu HinataNew entry in the guide,n/a,"PriceLunch = carte &yen1;,300-3,500Dinner = menu &yen3;,500carte &yen1;,300-3,500","Opening hours, last ordersLunch = 11:00-15:00Dinner = 15:00-20:30 (L.O.)","1F, Suzuki Bldg, 2-13-9 Takadanobaba, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-6454-0925,Nakano Chuka ! SaiNew entry in the guide,n/a,"PriceLunch = menu &yen2;,600-5,000carte &yen800-1;,500Dinner = menu &yen3;,100-10,000carte &yen3;,000-6,000Service charge = 10% (dinner)","Opening hours, last ordersLunch = 11:30-14:30 L.O.14:00Saturday & Public Holidays 12:00-14:30 L.O.14:00Dinner = 18:00-22:30 L.O.21:30","1-6-1 Nogata, Nakano-ku, Tokyo",Annual and weekly closingClosed Sunday and Monday
one star,TEL03-6427-3239,NanachomeNew entry in the guide,URLhttp://7chome.jimdo.com,"PriceDinner = menu &yen6;,264","Opening hours, last ordersDinner = 18:00-23:00 L.O.22:30","B1F, Forest Bldg, 7-13-13 Minamiaoyama ,Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and 2nd & 4th Monday of the month
Bib Gourmand,TEL03-5941-6124,Nishiogikubo HayatoNew entry in the guide,n/a,"PriceDinner = menu &yen4;,200carte &yen4;,000-6,000Seat charge = &yen800; (Ã  la carte)","Opening hours, last ordersDinner = 17:00-1:00 L.O.24:00Saturday & Public Holidays 16:00-23:00 L.O.22:00","2F, GS Heim Nishiogikubo, 3-15-9 Nishiogiminami, Suginami-ku, Tokyo","Annual and weekly closingClosed Sunday, 3rd Monday and 3rd Tuesday"
Bib Gourmand,TEL03-6753-1943,Nezu TakemotoNew entry in the guide,n/a,"PriceDinner = menu &yen5;,400carte &yen4;,000-8,000Seat charge = &yen734;","Opening hours, last ordersDinner = 17:00-23:00 L.O.22:30Saturday 16:00-23:00 L.O.22:30","B1F, 2-14-10 Nezu, Bunkyo-ku, Tokyo",Annual and weekly closingClosed Sunday except before a Public Holiday and Public Holiday Mondays
Bib Gourmand,TEL03-3574-0252,Notohanto JidaiyaNew entry in the guide,URLhttp://noto-jidaiya.jp,"PriceDinner = menu &yen4;,320-11,880carte &yen5;,000-8,000Service charge = 10%Seat charge = &yen540; (Ã  la carte)","Opening hours, last ordersDinner = 17:00-23:00 L.O.22:00Saturday 17:00-22:00 L.O.21:00","1F, Kawashima Bldg, 5-10-11 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-6809-1529,NomotoyaNew entry in the guide,n/a,"PriceLunch = carte &yen1;,200-3,000Dinner = carte &yen1;,850-3,000","Opening hours, last ordersLunch = 11:30-14:30 L.O.14:00 or when the dayâ€™s stock runs outDinner = Monday-Friday 17:30-20:30 L.O.20:00 or when the dayâ€™s stock runs out","2F, Tamagawa Bldg, 2-3-7 Shibakoen, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-3284-0030,Heinz BeckNew entry in the guide,URLhttp://www.heinzbeck.jp/heinzbeck/top.php,"PriceLunch = menu &yen6;,480-20,520Dinner = menu &yen12;,960-20,520Service charge = 10%","Opening hours, last ordersLunch = 11:30-15:00 L.O.13:30Dinner = 17:30-23:00 L.O.20:00","M2F, Nihon-Seimei Marunouchi Garden Tower, 1-1-3 Marunouchi, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-3718-8760,HigawaNew entry in the guide,URLhttp://www.higawa.net,"PriceDinner = carte &yen4;,000-6,000Seat charge = &yen300;","Opening hours, last ordersDinner = 17:30-23:00 L.O.22:00Saturday 17:00-23:00 L.O.22:00","1-54-10 Kitasenzoku, Ota-ku, Tokyo",Annual and weekly closingClosed Sunday and Monday
Bib Gourmand,TEL03-6804-1269,Bistro TiroirNew entry in the guide,n/a,"PriceLunch = menu &yen2;,052-2,700Dinner = carte &yen4;,000-6,000Seat charge = &yen540; (dinner)","Opening hours, last ordersLunch = weekends 12:00-14:00 (L.O.)Dinner = weekdays 16:00-22:30 (L.O.)weekends 17:30-22:30 (L.O.)","2-13-1 Jingumae, Shibuya-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-6300-9373,Bistrot NobuNew entry in the guide,n/a,"PriceLunch = menu &yen1;,350weekends &yen1;,950Dinner = menu &yen3;,888-5,616carte &yen3;,000-4,500Seat charge = &yen324; (carte)","Opening hours, last ordersLunch = 11:30-14:30 L.O.13:30Dinner = 18:00-23:30 L.O.22:00","1F, CÃ´te Livre, 2-9-12 Hatagaya, Shibuya-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
Bib Gourmand,TEL03-6277-8064,Pizza Studio TamakiNew entry in the guide,URLhttp://pst-tk2-ad.com,"PriceLunch = carte &yen3;,000-3,500Dinner = carte &yen3;,000-3,500Seat charge = &yen324;","Opening hours, last ordersLunch = weekends 12:00-16:00Dinner = weekdays 17:00-23:00weekends 17:00-22:00","1-24-6 Higashiazabu, Minato-ku, Tokyo",n/a
Bib Gourmand,TEL03-3270-8188,The Pizza Bar on 38thNew entry in the guide,URLhttp://www.mandarinoriental.co.jp/tokyo,"PriceLunch = carte &yen4;,000-7,000Dinner = carte &yen4;,000-7,000Service charge = 13%","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)weekends 12:00-14:30 (L.O.)Dinner = 17:30-22:00 (L.O.)","38F, Mandarin Oriental, 2-1-1 Nihombashi-muromachi, Chuo-ku, Tokyo",n/a
one star,TEL03-3406-3050,PrismaNew entry in the guide,URLhttp://prisma-tokyo.com/,"PriceDinner = menu &yen14;,040Service charge = 10%","Opening hours, last ordersDinner = 18:30-20:30 (L.O.)","6-4-6 Minamiaoyama, Minato-ku, Tokyo",Annual and weekly closingClosed Tuesday and Wednesday
Bib Gourmand,TEL03-3590-3413,PrikNew entry in the guide,n/a,"PriceDinner = carte &yen2;,500-3,500","Opening hours, last ordersDinner = 17:00-2:30","1F, Daisan Eiju Bldg, 2-62-6 Ikebukuro, Toshima-ku, Tokyo",Annual and weekly closingClosed 2nd Monday
one star,TEL03-6809-4982,PrincipioNew entry in the guide,URLhttp://www.principio.net,"PriceDinner = menu &yen7;,344Seat charge = &yen540;","Opening hours, last ordersDinner = 17:30-21:00 (L.O.)","2F, Azabujubankan, 2-4-8 Azabujuban, Minato-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-3868-3714,HoeiNew entry in the guide,n/a,"PriceLunch = menu weekdays &yen2;,000carte weekends &yen1;,000-3,000Dinner = menu &yen2;,800carte &yen2;,500-3,000","Opening hours, last ordersLunch = weekdays 11:30-14:30 (L.O.)weekends 11:30-14:00 (L.O.)Dinner = 17:30-21:00 (L.O.)","1F, KD Bldg, 5-38-14 Koishikawa, Bunkyo-ku, Tokyo",Annual and weekly closingClosed Wednesday except Public Holidays
one star,TEL03-6450-3933,BottegaNew entry in the guide,URLhttps://www.bottega-cucina.com,"PriceDinner = menu &yen8;,640carte &yen7;,000-10,000Seat charge = &yen540;","Opening hours, last ordersDinner = 17:00-2:30 L.O.1:00","B1F, Apprecia Hiroo, 5-17-8 Hiroo, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TELNone,Homemade Ramen MuginaeNew entry in the guide,n/a,"PriceLunch = carte &yen780-1;,500Dinner = carte &yen780-1;,500","Opening hours, last ordersLunch = 11:30-14:30 or when the dayâ€™s stock runs outweekends 11:30-16:30Dinner = weekdays 18:00-until the day's stock runs out","6-11-10 Minamioi, Shinagawa-ku, Tokyo",Annual and weekly closingClosed Thursday
Bib Gourmand,TEL03-3471-3797,MakinoNew entry in the guide,n/a,"PriceDinner = menu &yen3;,780-5,400carte &yen4;,000-5,000Seat charge = &yen378-486; (Ã  la carte)","Opening hours, last ordersDinner = 17:30-23:00 L.O.22:30Saturday & Public Holidays 17:30-22:00 L.O.21:30","2-19-2 Kitashinagawa, Shinagawa-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
Bib Gourmand,TEL03-3951-3588,MatsunozushiNew entry in the guide,n/a,"PriceDinner = carte &yen1;,620-5,000","Opening hours, last ordersDinner = 18:00-22:00","2-16-12 Minaminagasaki, Toshima-ku, Tokyo",Annual and weekly closingClosed Wednesday
one star,TEL03-6804-6885,MimosaNew entry in the guide,URLhttp://www.mimosa-aoyama.com,"PriceDinner = menu &yen9;,180carte &yen6;,000-8,000","Opening hours, last ordersDinner = 18:00-23:00 (L.O.)","2F, Fiora Minamiaoyama Bldg, 3-10-40 Minamiaoyama, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3713-5632,Meguro Sushi TaichiNew entry in the guide,URLhttp://www.sushi-taichi.info/,"PriceLunch = carte &yen1;,000Dinner = menu &yen5;,400-7,560carte &yen3;,500-7,000","Opening hours, last ordersLunch = weekdays 12:00-13:30Dinner = 17:30-23:00 L.O.22:00Saturday 17:00-21:30 L.O.21:00","2-11-5 Nakacho, Meguro-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
Bib Gourmand,TELNone,Mendokoro KinariNew entry in the guide,n/a,"PriceLunch = carte &yen780-1;,200Dinner = carte &yen780-1;,200","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Saturday & Public Holidays 11:30-14:30 (L.O.)Dinner = Monday-Friday 17:30-21:00 (L.O.) except Saturday & Public Holidays","1-1-15 Nishigahara, Kita-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TELNone,Men MitsuiNew entry in the guide,n/a,"PriceLunch = carte &yen750-1;,000Dinner = carte &yen750-1;,000","Opening hours, last ordersLunch = 11:00-14:30Sunday & Public Holidays 11:00-16:00Dinner = Tuesday-Saturday 17:30-21:00","2-10-4 Nishiasakusa Taito-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday) and 4th Tuesday of the month"
Bib Gourmand,TELNone,Menya Sakamoto 01New entry in the guide,n/a,"PriceLunch = carte &yen500-1;,200Dinner = carte &yen500-1;,200","Opening hours, last ordersLunch = 11:00-14:30 (L.O.)Dinner = 17:00-21:00 (L.O.)","3-8-6 Oji, Kita-ku, Tokyo",n/a
Bib Gourmand,TEL03-3462-5009,Yakitori MatsumotoNew entry in the guide,n/a,"PriceDinner = carte &yen4;,000-6,000Seat charge = &yen540;","Opening hours, last ordersDinner = 17:00-2:00","1F, Roob 5, 2-11-8 Ebisunishi, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-6303-3663,YakumoNew entry in the guide,n/a,"PriceLunch = carte &yen700-1;,500Dinner = carte &yen700-1;,500","Opening hours, last ordersLunch = 11:30-15:30 or when the dayâ€™s stock runs outDinner = Wednesday-Sunday 17:00-21:00 or when the dayâ€™s stock runs out","1F, Ebiya Bldg, 3-6-15 Higashiyama, Meguro-ku, Tokyo",Annual and weekly closingClosed Tuesday
Bib Gourmand,TEL03-5726-9728,HugoNew entry in the guide,n/a,"PriceLunch = menu &yen2;,700Dinner = carte &yen4;,000-6,000Seat charge = &yen540; (dinner)","Opening hours, last ordersLunch = weekends 12:00-14:00 (L.O.)Dinner = 18:00-22:00 (L.O.)","2F, Uchida Bldg, 2-13-20 Nakane, Meguro-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-6278-7759,YoshimoriNew entry in the guide,n/a,"PriceDinner = menu &yen3;,996-6,264","Opening hours, last ordersDinner = 17:00-22:30 L.O.21:30","2-14-8 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-5834-2440,YorokobiNew entry in the guide,n/a,"PriceLunch = carte &yen500-1;,000Dinner = menu &yen3;,780carte &yen2;,500-3,000Seat charge = &yen540; (carte for dinner)","Opening hours, last ordersLunch = Tuesday-Friday 11:30-14:30Dinner = 18:00-3:00 L.O.2:30","1-2-14 Yanaka, Taito-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-6450-5297,LatureNew entry in the guide,URLhttp://www.deco-hygge.com/deco/,"PriceLunch = menu &yen2;,376-5,184Dinner = menu &yen8;,424-15,120carte &yen7;,000-10,000Service charge = 7% (dinner)","Opening hours, last ordersLunch = 11:30-15:30 L.O.14:00Dinner = 18:00-23:30 L.O.21:00","B1F, Aoyama Luca Bldg, 2-2-2 Shibuya, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-3669-7988,La PiocheNew entry in the guide,n/a,"PriceDinner = carte &yen4;,000-6,000","Opening hours, last ordersDinner = 17:30-1:00 L.O.23:00weekends 16:00-24:00 L.O.23:00","1-18-1 Nihombashi-kakigaracho, Chuo-ku, Tokyo",n/a
one star,TEL03-6262-3959,La PaixNew entry in the guide,URLhttp://lapaix-m.jp/,"PriceLunch = menu &yen5;,400Dinner = menu &yen12;,960Service charge = 10%","Opening hours, last ordersLunch = 11:00-15:00 L.O.13:30Dinner = 18:00-23:00 L.O.21:00","B1F, 1-9-4 Nihombashi-muromachi, Chuo-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-3809-6100,Ramen NijubunnoichiNew entry in the guide,URLhttp://www.20-1.jp/,"PriceLunch = carte &yen780-1;,300Dinner = carte &yen780-1;,300","Opening hours, last ordersLunch = Thursday & Sunday 11:30-14:30 or when the dayâ€™s stock runs outDinner = 18:00-20:00 or when the dayâ€™s stock runs out","2-19-10 Higashiogu, Arakawa-ku, Tokyo",Annual and weekly closingClosed Monday and Public Holidays
Bib Gourmand,TEL03-6413-8552,LienNew entry in the guide,URLhttp://lien-french.com/,"PriceLunch = menu &yen3;,024-5,400Dinner = menu &yen4;,536-8,100Service charge = 5% (dinner)","Opening hours, last ordersLunch = weekends 12:00-15:00 L.O.14:00Dinner = 18:00-24:00 L.O.22:00","3-5-22 Ikejiri, Setagaya-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday) and 2nd & 4th Tuesday of the month"
